binary,addr,name,category,auto,body_size,instrs,callers,callees,calls_named,called_by_named,hash,hash_bytes,failure
d2d1.dll,0x1800054a0,func_pdata_0x1800054a0,func_pdata_,Y,21,9,0,0,N,N,0x0396b4042cc8fdb9,32,missing_knowledge
d2d1.dll,0x1800054c2,func_pdata_0x1800054c2,func_pdata_,Y,9b,22,0,0,N,N,0xf4fa0b69e9d24618,32,missing_knowledge
d2d1.dll,0x18000555e,func_pdata_0x18000555e,func_pdata_,Y,26,8,0,0,N,N,0x7a4a2e62af95d3b1,32,missing_knowledge
d2d1.dll,0x180005585,func_pdata_0x180005585,func_pdata_,Y,67,1a,0,0,N,N,0xbd337f7a0f7e8282,32,missing_knowledge
d2d1.dll,0x1800055ed,func_pdata_0x1800055ed,func_pdata_,Y,3f,11,0,0,N,N,0x312e85a9cdd8b9dd,32,missing_knowledge
d2d1.dll,0x18000562d,func_pdata_0x18000562d,func_pdata_,Y,1f,7,1,0,N,N,0x46316d7a00dd4574,32,missing_knowledge
d2d1.dll,0x18000564d,func_pdata_0x18000564d,func_pdata_,Y,12,6,1,0,N,N,0x4f35b5941dd6a5d9,32,missing_knowledge
d2d1.dll,0x180005660,func_pdata_0x180005660,func_pdata_,Y,19,6,1,0,N,N,0xc224c346ac336ba3,32,missing_knowledge
d2d1.dll,0x180005680,func_pdata_0x180005680,func_pdata_,Y,42,10,3,0,N,N,0x9429c3f5afe379d2,32,missing_knowledge
d2d1.dll,0x1800056c3,func_pdata_0x1800056c3,func_pdata_,Y,9d,26,0,0,N,N,0xcce633f3f7c2449c,32,missing_knowledge
d2d1.dll,0x180005761,func_pdata_0x180005761,func_pdata_,Y,3a,10,1,0,N,N,0x1af51a32d7b47dbc,32,missing_knowledge
d2d1.dll,0x18000579c,func_pdata_0x18000579c,func_pdata_,Y,16,6,2,0,N,N,0xf2ea88fa9e781b2c,32,missing_knowledge
d2d1.dll,0x1800057c0,func_pdata_0x1800057c0,func_pdata_,Y,ee,3c,0,0,N,N,0x57a43b76b48d9ca1,32,missing_knowledge
d2d1.dll,0x1800058c0,func_pdata_0x1800058c0,func_pdata_,Y,42,14,0,0,N,N,0xffd015bd391d5620,32,missing_knowledge
d2d1.dll,0x18000590c,func_pdata_0x18000590c,func_pdata_,Y,149,4a,7,0,N,N,0x0c9e6a925f02e1b4,32,missing_knowledge
d2d1.dll,0x180005a5c,func_call_0x180005a5c,func_call_,Y,10,7,1,0,N,N,0x0a6099b77d5ca10e,32,missing_knowledge
d2d1.dll,0x180005b50,func_pdata_0x180005b50,func_pdata_,Y,1c6,67,1,0,N,N,0x5812d09ca2a73d8f,32,missing_knowledge
d2d1.dll,0x180005d20,func_pdata_0x180005d20,func_pdata_,Y,7c,1e,4,0,N,N,0x0665583e919b0826,32,missing_knowledge
d2d1.dll,0x180005da4,func_call_0x180005da4,func_call_,Y,8c,1f,1,0,N,N,0x3ec993f71fe2a093,32,missing_knowledge
d2d1.dll,0x180005e38,func_call_0x180005e38,func_call_,Y,48,11,2,0,N,N,0x4141686bf24a7ee0,32,missing_knowledge
d2d1.dll,0x180005e88,func_call_0x180005e88,func_call_,Y,3b,f,2,0,N,N,0xeee9bd4d78c4aa5e,32,missing_knowledge
d2d1.dll,0x180005ed0,func_pdata_0x180005ed0,func_pdata_,Y,86,1b,1,0,N,N,0xaee3a20ae96401d9,32,missing_knowledge
d2d1.dll,0x180005f57,func_pdata_0x180005f57,func_pdata_,Y,139,44,0,0,N,N,0x10ba758e3491f82f,32,missing_knowledge
d2d1.dll,0x180006091,func_pdata_0x180006091,func_pdata_,Y,13,7,1,0,N,N,0x78082c8a82fe58e6,32,missing_knowledge
d2d1.dll,0x1800060a5,func_pdata_0x1800060a5,func_pdata_,Y,4c,12,1,0,N,N,0x230cd75e778f263f,32,missing_knowledge
d2d1.dll,0x180006100,func_pdata_0x180006100,func_pdata_,Y,c,6,0,0,N,N,0x753bb4df84489ac2,32,missing_knowledge
